Titulo;Categoria;Link
Matriz de recursos energeticos de la Provincia de Córdoba;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/matriz-de-recursos-energeticos-de-la-provincia-de-cordoba/289
Memorias de mi plaza;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/memorias-de-mi-plaza/148
Metas del plan;Plan de Metas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/plan-de-metas/metas-del-plan/47
Monitor de Indicadores de Desarrollo (MIDE) - ADEC;Indicadores macroeconómicos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/indicadores-macroeconomicos/monitor-de-indicadores-de-desarrollo-mide-adec/218
Monitor emprededor;Economía;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/economia/monitor-emprededor/2782
Morbimortalidad;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/morbimortalidad/143
Morosos de Comercio;Morosos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/morosos/morosos-de-comercio/85
Morosos de la Contribución que incide sobre los inmuebles;Morosos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/morosos/morosos-de-la-contribucion-que-incide-sobre-los-inmuebles/7
Morosos de la Contribución que incide sobre los rodados;Morosos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/morosos/morosos-de-la-contribucion-que-incide-sobre-los-rodados/8
Movimiento de pasajeros en Aeropuerto Internacional Córdoba;Turismo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/turismo/movimiento-de-pasajeros-en-aeropuerto-internacional-cordoba/2783
Movimientos poblacionales;Datos demográficos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-demograficos/movimientos-poblacionales/215
Nacidos con menos de 37 semanas de gestación;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/nacidos-con-menos-de-37-semanas-de-gestacion/74
Nacimientos en Córdoba;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/nacimientos-en-cordoba/70
Natatorios y escuelas de verano;Deporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/deporte/natatorios-y-escuelas-de-verano/146
Niños nacidos con menos de 2.5KG;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/ninos-nacidos-con-menos-de-25kg/73
Nivel de instrucción de los padres al momento de registrar un nacimiento;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/nivel-de-instruccion-de-los-padres-al-momento-de-registrar-un-nacimiento/75
Nombres más usados al nacer;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/nombres-mas-usados-al-nacer/71
Nómina de Agentes de Retención y Percepción;Ingreso;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ingreso/nomina-de-agentes-de-retencion-y-percepcion/83
Nomina de Agentes Municipales;Agentes municipales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/agentes-municipales/nomina-de-agentes-municipales/201
Nómina de Contribuyentes con Riesgo Fiscal;Exenciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/exenciones/nomina-de-contribuyentes-con-riesgo-fiscal/2774
Nómina de sujetos excluidos;Exenciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/exenciones/nomina-de-sujetos-excluidos/84
Normativa predios ferroviarios;Legislación;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/legislacion/normativa-predios-ferroviarios/285
Objetivos de plan de metas;Plan de Metas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/plan-de-metas/objetivos-de-plan-de-metas/46
Obras activas en la Ciudad de Córdoba;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/obras-activas-en-la-ciudad-de-cordoba/174
Obras de Infraestructuras en la vía pública;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/obras-de-infraestructuras-en-la-via-publica/203
Obras licitadas para 2017;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/obras-licitadas-para-2017/175
Observatorio ambiental municipal;Calidad de aire;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/calidad-de-aire/observatorio-ambiental-municipal/2805
Ocupación de plazas en fines de semanas largos;Turismo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/turismo/ocupacion-de-plazas-en-fines-de-semanas-largos/228
Oferta de plazas según modalidad de alojamiento;Turismo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/turismo/oferta-de-plazas-segun-modalidad-de-alojamiento/141
Ordenanza de Juntas de Participación Vecinal;Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/ordenanza-de-juntas-de-participacion-vecinal/101
Ordenanza Tarifaria Anual;Marco legal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/marco-legal/ordenanza-tarifaria-anual/189
Paradas de transporte urbano;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/paradas-de-transporte-urbano/168
Parcelas de Espacios Verdes;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/parcelas-de-espacios-verdes/123
Parque automotor;Transporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte/parque-automotor/183
Partidos políticos de Córdoba;Entidades de interés publico;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/entidades-de-interes-publico/partidos-politicos-de-cordoba/185
Pasajeros Transportados según empresa y tipo de transporte;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/pasajeros-transportados-segun-empresa-y-tipo-de-transporte/105
Pasajeros transportados y Km. recorridos por empresa;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/pasajeros-transportados-y-km-recorridos-por-empresa/18
Patrimonio arquitectónico urbano de la Ciudad de Córdoba;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/patrimonio-arquitectonico-urbano-de-la-ciudad-de-cordoba/32
Patrimonio material;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/patrimonio-material/2796
Personal escuelas y jardines maternales municipales;Educación;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/educacion/personal-escuelas-y-jardines-maternales-municipales/179
Plan de Emergencia del Servicio de Transporte con unidades custodiadas;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/plan-de-emergencia-del-servicio-de-transporte-con-unidades-custodiadas/211
Plan de Inversión 5.000 millones;Economía;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/economia/plan-de-inversion-5000-millones/195
Plan de Metas Completo;Plan de Metas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/plan-de-metas/plan-de-metas-completo/49
Playas de estacionamiento de biciletas;Transporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte/playas-de-estacionamiento-de-biciletas/171
Playas de Estacionamiento Habilitadas;Transporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte/playas-de-estacionamiento-habilitadas/268
Portal de mapas de la ciudad;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/portal-de-mapas-de-la-ciudad/163
Presupuesto Abierto Ciudadano;Presupuesto;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/presupuesto/presupuesto-abierto-ciudadano/231
Presupuesto anual de recursos y gastos;Presupuesto Anual;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/presupuesto-anual/presupuesto-anual-de-recursos-y-gastos/14
Presupuesto Participativo;Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/presupuesto-participativo/106
Profesionales excluidos;Exenciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/exenciones/profesionales-excluidos/197
Proyecto Puntos Digitales;Sociedad;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/sociedad/proyecto-puntos-digitales/269
Proyectos de Infraestructura Urbana;Ejecución del presupuesto participativo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ejecucion-del-presupuesto-participativo/proyectos-de-infraestructura-urbana/88
Proyectos de sede;Ejecución del presupuesto participativo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ejecucion-del-presupuesto-participativo/proyectos-de-sede/107
Proyectos Sociales;Ejecución del presupuesto participativo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ejecucion-del-presupuesto-participativo/proyectos-sociales/89
Puntos de recarga de tarjeta RedBus;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/puntos-de-recarga-de-tarjeta-redbus/149
Puntos WiFi de la Ciudad de Córdoba;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/puntos-wifi-de-la-ciudad-de-cordoba/145
Radios Censales de la Provincia de Córdoba;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/radios-censales-de-la-provincia-de-cordoba/236
Ranking de infracciones;Infracciones Código de Convivencia;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infracciones-codigo-de-convivencia/ranking-de-infracciones/272
Recolección diferenciada de residuos;Higiene Urbana;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/higiene-urbana/recoleccion-diferenciada-de-residuos/176
Recorridos de transporte urbano de pasajeros;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/recorridos-de-transporte-urbano-de-pasajeros/166
Recuperación de materiales en toneladas;Higiene Urbana;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/higiene-urbana/recuperacion-de-materiales-en-toneladas/155
Registro civil móvil;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/registro-civil-movil/284
Registro de Baldíos;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/registro-de-baldios/31
Registro de Guías Turisticos habilitados;Turismo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/turismo/registro-de-guias-turisticos-habilitados/230
Registro de inmuebles edificados;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/registro-de-inmuebles-edificados/265
Registro proveedores y contratistas;Proveedores y contratistas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/proveedores-y-contratistas/registro-proveedores-y-contratistas/162
Reglamento de Funcionamiento de Juntas de Participación Vecinal (JPV);Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/reglamento-de-funcionamiento-de-juntas-de-participacion-vecinal-jpv/102
Relevamiento de asentamientos informales;Sociedad;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/sociedad/relevamiento-de-asentamientos-informales/109
Remises habilitados;Taxis y remis;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/taxis-y-remis/remises-habilitados/226
Rendición de Cuentas Elecciones Municipales 2015;Elecciones municipales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/elecciones-municipales/rendicion-de-cuentas-elecciones-municipales-2015/188
Reporte Movipark;Transporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte/reporte-movipark/278
Residuos procesados;Higiene Urbana;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/higiene-urbana/residuos-procesados/33
Rubros Varios;Habilitación de Espectáculos Públicos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitacion-de-espectaculos-publicos/rubros-varios/2841
Salones de Fiesta;Habilitación de Espectáculos Públicos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitacion-de-espectaculos-publicos/salones-de-fiesta/2840
Sensor caudalímetro en Bajo Grande;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/sensor-caudalimetro-en-bajo-grande/2787
Servicios arancelados en Calidad Alimentaria;Economía;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/economia/servicios-arancelados-en-calidad-alimentaria/134
Sistema de Salud Municipal;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/sistema-de-salud-municipal/158
Sistema Estadístico de la Construcción Privada;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/sistema-estadistico-de-la-construccion-privada/53
Stock de deuda financiera;Fuentes de financiamiento;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/fuentes-de-financiamiento/stock-de-deuda-financiera/246
Sueldo de funcionarios;Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/funcionarios/sueldo-de-funcionarios/131
Taxis Habilitados;Taxis y remis;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/taxis-y-remis/taxis-habilitados/225
Tipología de materiales recuperados;Higiene Urbana;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/higiene-urbana/tipologia-de-materiales-recuperados/156
Tramos de Calle;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/tramos-de-calle/127
Tránsito registrado en los peajes;Turismo;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/turismo/transito-registrado-en-los-peajes/136
Transportes escolares habilitados;Transporte escolar;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-escolar/transportes-escolares-habilitados/220
Urbanizaciones de iniciativa privada autorizadas para venta;Planeamiento;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/planeamiento/urbanizaciones-de-iniciativa-privada-autorizadas-para-venta/2806
Usos del suelo;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/usos-del-suelo/153
Vigilancia Epidemiológica: Enfermedades No Transmisibles;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/vigilancia-epidemiologica-enfermedades-no-transmisibles/130
Vigilancia Epidemiológica Enfermedades Transmisibles;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/vigilancia-epidemiologica-enfermedades-transmisibles/129
Zonas catastrales;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/zonas-catastrales/128
Zonas de mantenimiento de espacios verdes;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/zonas-de-mantenimiento-de-espacios-verdes/190
