Titulo;Categoria;Link
Declaraciones Juradas de Laura Massari;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-laura-massari/2692
Declaraciones Juradas de Laura Mohedano;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-laura-mohedano/2456
Declaraciones Juradas de Leandro Dionisio;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-leandro-dionisio/2440
Declaraciones Juradas de Leandro Sallaberry;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-leandro-sallaberry/2689
Declaraciones Juradas de Leopoldo Lopez Canetti;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-leopoldo-lopez-canetti/2564
Declaraciones Juradas de Leticia Gomez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-leticia-gomez/2625
Declaraciones Juradas de Liliana Loutaif;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-liliana-loutaif/2474
Declaraciones Juradas de Liliana Morales;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-liliana-morales/2750
Declaraciones Juradas de Liliana Winkelmann;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-liliana-winkelmann/2592
Declaraciones Juradas de Lisandro Rodriguez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lisandro-rodriguez/2555
Declaraciones Juradas de Lisandro Utz;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lisandro-utz/2691
Declaraciones Juradas de Lorena Lovos;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lorena-lovos/2473
Declaraciones Juradas de Lucas Bertaina;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lucas-bertaina/2810
Declaraciones Juradas de Lucas Boncini;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lucas-boncini/2656
Declaraciones Juradas de Lucas Gastaldi;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lucas-gastaldi/2648
Declaraciones Juradas de Lucas Samame;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lucas-samame/2548
Declaraciones Juradas de Lucas Valdes;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lucas-valdes/2701
Declaraciones Juradas de Lucia Garcia;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-lucia-garcia/2615
Declaraciones Juradas de Luciana Diaz;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luciana-diaz/2551
Declaraciones Juradas de Luciano Ceballos;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luciano-ceballos/2584
Declaraciones Juradas de Luciano Fuccia;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luciano-fuccia/2617
Declaraciones Juradas de Ludmila Garbellotto;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ludmila-garbellotto/2620
Declaraciones Juradas de Luis Aguero;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luis-aguero/2639
Declaraciones Juradas de Luis Arroñades;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luis-arronades/2482
Declaraciones Juradas de Luis Fagandini;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luis-fagandini/2577
Declaraciones Juradas de Luis Grion;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luis-grion/2723
Declaraciones Juradas de Luis Guerra;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luis-guerra/2763
Declaraciones Juradas de Luis María Argüello;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-luis-maria-arguello/2641
Declaraciones Juradas de Manuel Ortega;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-manuel-ortega/2561
Declaraciones Juradas de Marcela Ostchega;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcela-ostchega/2740
Declaraciones Juradas de Marcelo Brisighelli;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcelo-brisighelli/2480
Declaraciones Juradas de Marcelo Castagno;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcelo-castagno/2502
Declaraciones Juradas de Marcelo Cossar;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcelo-cossar/2520
Declaraciones Juradas de Marcelo Ellena;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcelo-ellena/2560
Declaraciones Juradas de Marcelo Lamon;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcelo-lamon/2475
Declaraciones Juradas de Marcelo Rodriguez Aranciva;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcelo-rodriguez-aranciva/2539
Declaraciones Juradas de Marcia Videla;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcia-videla/2506
Declaraciones Juradas de Marco Julio Puricelli;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marco-julio-puricelli/2489
Declaraciones Juradas de Marcos Druetta;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcos-druetta/2499
Declaraciones Juradas de Marcos Soraire;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marcos-soraire/2542
Declaraciones Juradas de Maria Alejandra De la Vega;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-alejandra-de-la-vega/2511
Declaraciones Juradas de Maria Alejandra Toya;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-alejandra-toya/2684
Declaraciones Juradas de Maria Blanco;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-blanco/2826
Declaraciones Juradas de María Botasso;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-botasso/2659
Declaraciones Juradas de María Capra;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-capra/2713
Declaraciones Juradas de Maria Cristina Maldonado;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-cristina-maldonado/2470
Declaraciones Juradas de María Daniela Zani;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-daniela-zani/2513
Declaraciones Juradas de Maria Eugenia Gordillo;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-eugenia-gordillo/2764
Declaraciones Juradas de María Eugenia Mignola;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-eugenia-mignola/2814
Declaraciones Juradas de Maria Farias;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-farias/2678
Declaraciones Juradas de Maria Florencia Gastaldi;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-florencia-gastaldi/2575
Declaraciones Juradas de María Gabriela Avendaño;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-gabriela-avendano/2549
Declaraciones Juradas de María Garade;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-garade/2721
Declaraciones Juradas de Maria Maldonado;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-maldonado/2761
Declaraciones Juradas de Maria Milagros De la Vega;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-milagros-de-la-vega/2477
Declaraciones Juradas de María Monguillot;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-monguillot/2526
Declaraciones Juradas de Mariangeles Cerutti;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-mariangeles-cerutti/2665
Declaraciones Juradas de Mariano Font;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-mariano-font/2580
Declaraciones Juradas de Mariano Roberto Vincenzini;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-mariano-roberto-vincenzini/2706
Declaraciones Juradas de Mariano Zaragoza;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-mariano-zaragoza/2550
Declaraciones Juradas de Maria Paula Zunino;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-paula-zunino/2514
Declaraciones Juradas de Maria Peisino;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-peisino/2703
Declaraciones Juradas de Maria Urquiza;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maria-urquiza/2449
Declaraciones Juradas de Marilina Brussino;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marilina-brussino/2479
Declaraciones Juradas de Marina Beas;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marina-beas/2652
Declaraciones Juradas de Mario Nieto;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-mario-nieto/2570
Declaraciones Juradas de Marta Santos;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-marta-santos/2454
Declaraciones Juradas de Martin Calzon;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-martin-calzon/2716
Declaraciones Juradas de Martin Capdevila;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-martin-capdevila/2663
Declaraciones Juradas de Martín Cortes Olmedo;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-martin-cortes-olmedo/2720
Declaraciones Juradas de Martín Flores;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-martin-flores/2600
Declaraciones Juradas de Martin Mandrilli;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-martin-mandrilli/2469
Declaraciones Juradas de Martín Rodriguez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-martin-rodriguez/2759
Declaraciones Juradas de Matias Alemany;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-matias-alemany/2653
Declaraciones Juradas de Matias Bosio;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-matias-bosio/2658
Declaraciones Juradas de Matías Cisneros;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-matias-cisneros/2766
Declaraciones Juradas de Matías Ramirez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-matias-ramirez/2463
Declaraciones Juradas de Matías Salum;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-matias-salum/2754
Declaraciones Juradas de Matias Schiaroli;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-matias-schiaroli/2544
Declaraciones Juradas de Mauro Corna;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-mauro-corna/2668
Declaraciones Juradas de Maximiliano Tittarelli;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-maximiliano-tittarelli/2581
Declaraciones Juradas de Miguel Ciacci;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-miguel-ciacci/2666
Declaraciones Juradas de Mónica Aguilera;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-monica-aguilera/2765
Declaraciones Juradas de Mónica Ferla;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-monica-ferla/2645
Declaraciones Juradas de Mónica Luque;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-monica-luque/2762
Declaraciones Juradas de Monica Melone;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-monica-melone/2605
Declaraciones Juradas de Myriam Marti;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-myriam-marti/2444
Declaraciones Juradas de Nadia Gomez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-nadia-gomez/2683
Declaraciones Juradas de Nancy Panici;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-nancy-panici/2491
Declaraciones Juradas de Narciso Alonso;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-narciso-alonso/2714
Declaraciones Juradas de Natalia Albanese;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-natalia-albanese/2752
Declaraciones Juradas de Natalia Gonzalez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-natalia-gonzalez/2722
Declaraciones Juradas de Natalia Uanini;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-natalia-uanini/2522
Declaraciones Juradas de Natalia Yalovetzky;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-natalia-yalovetzky/2585
Declaraciones Juradas de Nicolás Casado;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-nicolas-casado/2664
Declaraciones Juradas de Nicolás Velez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-nicolas-velez/2595
Declaraciones Juradas de Noelia Wayar;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-noelia-wayar/2485
Declaraciones Juradas de Norberto Bergami;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-norberto-bergami/2825
Declaraciones Juradas de Omar Flores;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-omar-flores/2476
Declaraciones Juradas de Omar Gastaldi;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-omar-gastaldi/2646
Declaraciones Juradas de Omar Yzet;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-omar-yzet/2593
Declaraciones Juradas de Oscar Perassi;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-oscar-perassi/2490
Declaraciones Juradas de Osvaldo Ortiz;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-osvaldo-ortiz/2435
Declaraciones Juradas de Osvaldo Savino;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-osvaldo-savino/2536
Declaraciones Juradas de Pablo Berzal;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-berzal/2777
Declaraciones Juradas de Pablo Civeriati;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-civeriati/2667
Declaraciones Juradas de Pablo Farias;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-farias/2644
Declaraciones Juradas de Pablo Igarzabal;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-igarzabal/2675
Declaraciones Juradas de Pablo Minelli;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-minelli/2530
Declaraciones Juradas de Pablo Monteleone;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-monteleone/2467
Declaraciones Juradas de Pablo Rodríguez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-rodriguez/2488
Declaraciones Juradas de Pablo Romero;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-romero/2571
Declaraciones Juradas de Pablo Salazar;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-salazar/2588
Declaraciones Juradas de Pablo Tomaino;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-pablo-tomaino/2459
Declaraciones Juradas de Patricia Machado;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-patricia-machado/2507
Declaraciones Juradas de Patricia Puente;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-patricia-puente/2523
Declaraciones Juradas de Poppe Irahola;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-poppe-irahola/2504
Declaraciones Juradas de Quispe Berta Katrina;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-quispe-berta-katrina/2813
Declaraciones Juradas de Rafael Medran;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-rafael-medran/2760
Declaraciones Juradas de Ramón J. Mestre;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ramon-j-mestre/2643
